case_id,gps_nac_adopter,survey_source,home,state,age_binned,educ_binned,f1,f2,trig1,trig3,trig2,trig4,n1,n2,n3,f3,f4,cijm1,cijm2,cijm3,cns1,cns2,cns4,vb1,vb2,vb3,va1,va2,va3,vt1,vt2,vt3,ve1,ve2,ve4,vo1,vo2,vo3,pn1,pn2,pn3,e2,bte7,bb1,bb2,bb3,bte8,be13,be10,co3,be11,m3,bo15,bte9,pbc7,pbc9,m2,pbc3,m4,pbc5,m1,tru5,tr1,tr2,tr3,dep1,dep2,dep3,m6,suit1,suit2,o3,sn1,sn4,sn5,dv1,dv2,dv3,dv4,dv7,int_q1,int_q2,int_q3,int_q4,int_q5,int_q6,int_q7,tr_gov,tr_comp,tr_trade,tr_util,tr_online,tr_frfam,tr_neighb,tr_envorg,tr_univ,inv_neighfr,inv_party,inv_onlinecust,inv_onlinevideo,inv_reviews,inv_facebk,inv_govtweb,winter_nopv_binned,summer_nopv_binned,bills,power,stance,social,econ,cityyrs_binned,hmyrs_1_text,sqft_binned,gender,people_tot_3plus,have_kids,employ_1,employ_2,employ_5,retired,financial,income_binned
302,true,true,1,2,3,4,true,true,false,true,false,false,false,true,false,1,false,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,3,4,4,5,3,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,5,5,5,4,3,3,4,3,2,3,3,2,3,3,4,4,3,4,1,3,3,3,3,3,3,3,2,1,2,1,3,4,4,3,2,4,2,3,1,4,2,3,4,4,4,3,3,3,3,6,10,1,1,false,0,false,true,false,false,1,2
303,true,true,1,4,2,2,false,true,false,false,true,false,false,false,false,0,false,3,2,3,2,4,4,5,4,4,4,4,4,5,5,5,4,2,2,2,3,4,4,3,4,4,4,4,3,4,5,3,5,4,4,3,3,3,1,3,3,3,3,3,3,2,4,4,3,4,2,2,3,3,2,2,3,3,3,3,4,4,4,3,5,5,2,2,5,4,5,4,3,3,3,4,4,4,2,3,4,4,5,4,5,2,2,5,5,3,4,3,3,3,5,20,2,1,true,0,true,false,false,false,1,2
304,true,true,2,4,1,3,true,true,true,true,false,true,true,true,true,1,false,5,4,3,5,4,5,4,5,4,5,4,3,3,4,4,3,4,3,5,5,5,5,5,5,5,4,5,4,5,5,2,5,5,5,1,1,4,1,1,3,4,4,3,2,4,1,1,2,4,1,3,1,1,1,1,4,2,4,5,5,4,4,1,5,4,2,4,5,5,5,4,2,2,2,2,3,3,3,3,4,4,4,1,1,1,3,2,2,3,3,2,2,3,4,20,2,0,true,1,true,false,false,false,1,4
305,true,true,1,3,2,2,true,true,false,true,false,false,false,true,false,0,false,3,3,3,2,2,3,5,4,1,5,4,5,5,5,3,1,1,1,4,3,4,4,4,5,4,5,5,5,5,5,5,5,5,5,2,2,2,4,3,3,4,3,4,3,4,4,4,4,3,3,3,1,1,1,1,98,2,98,4,4,98,4,2,2,1,1,1,1,2,2,2,3,3,2,3,4,4,2,2,4,3,3,3,3,3,2,6,6,2,2,97,96,96,3,1,4,95,false,0,true,false,false,false,4,1
306,true,true,1,4,2,2,true,true,false,true,false,false,true,false,true,1,false,4,4,3,3,3,4,4,4,3,4,4,3,5,4,4,4,4,3,4,5,4,3,3,3,3,4,3,3,4,4,3,5,4,3,3,2,2,2,3,3,4,4,4,3,4,3,4,3,3,3,3,2,2,2,2,4,2,4,4,4,3,4,2,3,3,1,1,2,2,3,2,2,2,2,3,3,3,2,2,4,3,4,3,3,1,2,2,3,3,1,4,4,4,3,40,1,0,true,1,true,false,false,false,2,2
307,true,true,1,1,3,2,true,true,true,false,false,false,false,false,false,1,false,4,4,4,3,3,3,3,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,4,3,3,4,2,4,3,4,4,4,4,3,4,4,2,2,2,2,3,2,3,4,4,4,4,3,5,5,3,5,5,4,5,4,3,3,3,5,5,4,3,4,5,4,5,5,5,3,4,7,9,3,2,3,3,3,5,3,4,0,true,0,false,false,false,true,1,4
308,true,true,1,4,2,3,true,true,false,true,true,false,false,false,false,1,false,3,4,4,5,4,5,4,3,3,3,3,5,4,5,3,3,4,2,5,4,5,4,4,4,4,3,4,3,5,4,3,3,3,3,4,2,4,1,3,98,4,2,4,2,5,4,4,5,3,5,5,1,1,1,2,4,3,4,4,5,3,3,2,5,5,3,4,4,3,4,3,1,2,2,2,4,4,3,2,4,3,3,3,4,3,4,5,6,4,2,3,3,4,4,30,2,1,true,1,false,false,false,false,2,3
309,true,true,1,3,4,4,true,true,true,true,false,false,false,false,true,0,false,4,4,4,3,2,3,4,4,4,4,4,4,3,4,3,2,3,2,3,2,3,4,5,4,5,4,4,4,4,4,4,3,4,4,2,3,2,5,4,3,4,4,2,3,3,3,4,4,3,2,4,1,2,1,2,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3,3,2,2,1,1,2,8,11,4,4,1,1,1,6,5,2,1,false,0,false,false,false,true,1,95
310,true,true,1,4,3,2,true,true,true,true,true,true,false,true,false,0,false,5,4,4,2,3,2,5,5,4,5,5,5,5,5,4,3,3,3,4,4,4,4,4,5,5,3,3,4,5,4,4,4,4,5,2,2,1,4,3,3,4,4,4,3,5,4,4,4,4,4,3,1,1,1,3,3,1,5,4,5,4,4,1,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,2,3,3,3,2,3,2,1,3,1,2,2,2,6,10,1,1,false,0,false,true,false,false,2,1
311,true,true,1,3,4,1,true,false,true,false,false,false,true,false,false,1,false,3,4,3,3,3,3,4,2,2,4,4,3,5,5,3,2,3,3,4,4,2,2,2,3,4,3,2,3,2,3,3,2,2,2,2,3,2,4,3,2,4,2,3,3,4,3,4,3,4,3,4,2,1,1,2,98,98,98,3,3,1,3,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,1,1,1,1,1,2,3,7,3,3,3,3,4,3,1,3,0,false,0,false,false,false,true,2,3
312,true,true,1,3,2,3,false,true,false,false,false,true,false,true,false,0,false,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,2,2,3,3,3,3,2,3,4,4,4,4,4,4,4,3,4,2,2,2,2,4,3,4,4,4,4,4,2,4,4,3,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,8,3,1,3,3,3,2,2,2,1,false,0,true,false,false,false,2,5
313,true,true,1,4,2,2,true,true,false,true,true,false,false,true,false,0,false,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,4,5,5,5,5,5,5,5,5,5,5,5,98,98,5,5,1,5,5,1,1,98,5,5,5,5,5,5,5,5,1,5,5,1,1,1,1,5,1,5,5,1,1,1,1,3,1,1,3,3,3,3,2,2,2,3,2,5,4,3,2,3,1,2,1,1,1,1,4,6,4,3,4,4,4,7,50,1,1,true,1,false,false,true,false,3,2
314,true,true,1,4,3,4,true,true,true,true,true,false,true,true,true,1,false,3,3,3,2,3,3,4,4,4,5,4,4,5,5,4,4,4,4,5,4,4,3,2,4,2,4,2,1,3,4,3,3,3,3,5,2,4,3,3,2,3,3,2,3,4,3,4,2,4,3,4,4,2,3,1,3,1,2,2,3,2,2,1,3,1,3,3,3,3,3,2,3,2,3,4,4,4,2,1,4,2,4,4,5,1,2,6,5,5,5,4,3,4,4,15,4,0,true,1,false,false,false,true,1,2
315,true,true,1,2,4,1,false,false,false,true,false,false,false,false,false,0,false,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4,5,3,5,5,4,3,4,4,5,3,3,3,3,4,3,3,3,3,3,3,2,5,3,3,3,4,4,4,4,4,4,4,3,3,3,2,1,2,3,4,3,3,4,4,2,98,1,1,1,1,1,1,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,1,1,3,9,11,4,4,4,4,4,5,2,4,1,false,0,false,false,false,true,1,95
316,true,true,1,4,2,1,false,true,false,true,false,true,false,false,false,0,false,5,5,4,5,5,5,5,3,5,5,4,5,4,5,4,3,2,3,3,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,2,2,2,4,2,3,4,3,5,4,2,3,3,4,3,3,4,2,2,2,2,4,2,4,4,4,4,4,2,5,5,5,5,5,5,5,4,3,3,4,4,4,3,4,4,4,3,4,4,4,1,4,7,7,4,3,2,98,5,1,20,4,1,true,0,false,false,true,false,3,1
317,true,true,1,4,1,4,false,true,false,true,false,true,false,false,false,1,false,5,5,5,1,2,3,4,4,4,5,4,4,5,5,5,2,3,3,2,2,2,4,4,5,4,98,5,4,98,4,2,2,4,4,4,4,4,4,4,4,4,98,2,4,4,3,5,1,3,2,4,1,1,1,4,3,2,3,4,5,2,3,1,4,3,3,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,4,1,3,,,3,1,4,3,4,3,10,1,0,false,0,true,false,false,false,1,3
318,true,true,2,4,4,2,true,false,false,true,true,true,false,true,false,0,false,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,1,1,1,2,3,2,4,3,3,3,4,4,5,4,3,2,2,1,3,1,1,4,1,4,1,5,1,1,1,5,1,2,1,1,5,1,3,3,3,3,4,5,4,3,4,4,4,4,4,4,4,4,4,2,4,5,3,2,2,3,10,3,1,false,0,false,false,false,true,1,95
319,true,true,1,1,3,4,true,true,false,true,false,false,true,false,false,0,false,1,1,1,1,1,1,4,3,3,3,0,0,1,0,3,1,1,3,1,3,1,3,3,3,1,3,3,1,5,5,5,4,3,3,1,1,1,1,1,2,2,2,1,3,3,3,2,2,3,3,1,3,5,5,1,1,1,3,3,2,1,1,1,1,1,1,1,3,2,2,3,2,2,3,2,3,3,2,1,1,1,1,1,3,1,1,4,5,3,2,3,3,3,4,10,1,0,false,0,true,false,false,false,2,5
320,true,true,2,4,4,3,false,true,false,false,false,false,false,false,false,1,false,4,4,3,3,4,4,4,4,3,5,5,5,5,5,3,1,2,2,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,3,2,2,3,3,98,98,98,98,98,98,4,5,5,4,98,4,98,2,2,2,1,98,2,4,5,5,5,5,98,5,5,4,5,5,5,5,3,3,3,2,4,4,4,4,4,5,5,5,4,5,4,4,4,3,3,1,2,2,3,7,20,1,1,false,0,false,false,true,false,1,2
321,true,true,1,1,2,2,false,true,false,false,false,false,false,false,false,0,false,5,3,3,1,1,4,5,5,4,5,4,4,5,5,3,3,3,3,4,5,5,4,4,4,5,4,4,4,4,3,3,3,4,3,2,2,2,3,2,3,4,3,4,3,3,3,2,3,4,2,3,3,2,3,1,5,1,5,3,3,3,3,3,3,3,1,3,2,3,3,3,2,2,2,4,5,5,4,4,2,1,4,4,4,4,3,,7,4,4,3,3,3,4,1,3,1,false,0,false,false,false,true,1,5
322,true,true,1,2,1,3,true,true,false,true,false,false,false,false,false,1,false,4,3,4,3,3,3,5,4,3,5,4,4,5,5,4,3,3,2,4,4,4,4,5,4,5,3,3,4,4,3,98,98,98,98,3,3,2,2,98,98,4,3,98,4,4,3,5,3,98,3,4,4,2,4,3,3,98,4,4,4,3,4,3,2,3,2,3,5,4,4,4,2,2,2,2,5,4,2,3,5,2,4,2,2,1,2,,,4,2,3,3,3,3,12,3,0,true,1,true,false,false,false,2,5
323,true,true,1,3,2,1,true,true,false,true,true,false,false,false,true,1,true,4,4,4,3,3,4,4,3,3,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,5,5,4,2,5,4,4,3,4,3,3,5,3,5,4,2,2,2,3,4,2,4,5,4,4,4,98,3,4,3,5,5,3,5,3,3,2,2,3,4,4,2,3,5,4,3,3,4,3,3,4,6,3,1,5,4,4,1,15,3,0,false,0,true,false,false,false,2,2
324,true,true,1,3,2,1,true,true,false,true,false,false,true,true,true,0,false,3,3,3,2,2,3,4,4,4,3,2,3,4,5,4,2,2,2,1,1,2,4,3,4,3,4,4,3,4,4,4,4,4,4,2,2,2,4,4,3,4,3,4,2,4,4,4,4,4,4,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,3,4,3,2,2,4,3,3,2,3,1,3,5,7,4,2,97,98,98,2,30,1,0,false,0,false,false,false,true,2,1
325,true,true,2,4,1,1,true,true,true,true,true,false,true,false,true,1,true,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,4,3,4,4,5,3,4,2,4,4,98,4,4,3,3,5,5,5,3,5,4,4,2,98,3,1,4,1,5,5,5,4,5,4,4,4,5,4,4,4,5,4,4,4,2,4,4,4,4,4,5,3,5,4,4,1,4,5,5,4,3,2,2,2,3,10,2,0,false,0,true,false,false,false,2,4
326,true,true,1,3,2,2,false,true,true,false,true,false,false,false,true,1,false,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,4,3,5,4,3,3,3,1,3,1,3,3,3,3,4,4,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,5,6,3,2,97,98,98,6,20,4,1,false,0,true,false,false,false,1,95
327,true,true,1,3,2,4,true,true,true,true,true,true,true,true,true,1,true,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2,1,1,2,2,2,2,1,5,5,5,5,5,5,4,9,3,1,3,3,3,4,15,4,1,true,1,true,false,false,false,1,5
328,true,true,1,1,1,3,true,true,false,false,false,false,false,false,false,0,false,4,5,3,1,2,4,4,5,3,5,3,4,4,5,3,2,2,2,2,2,4,4,4,3,5,4,4,98,4,3,4,3,98,4,2,4,2,5,98,98,4,3,4,4,98,4,5,2,98,2,3,2,2,2,1,4,1,4,2,4,98,4,1,5,3,2,4,4,5,4,3,2,2,2,4,4,2,1,2,5,3,4,4,4,2,3,7,9,3,2,2,2,3,5,1,2,0,false,0,true,false,false,false,1,3
329,true,true,1,2,1,1,false,true,false,false,false,false,false,false,true,1,false,4,4,4,4,4,3,5,4,5,5,4,3,5,5,3,3,5,5,3,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,2,3,98,3,3,5,4,5,3,4,3,3,98,98,4,4,2,3,2,1,4,2,4,4,4,4,98,98,4,4,4,4,4,4,4,2,3,4,1,4,4,4,4,4,4,4,5,5,5,2,4,7,5,5,3,4,4,4,1,12,1,0,true,1,true,false,false,false,3,2
330,true,true,1,1,4,2,true,true,false,true,false,true,false,false,true,0,false,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,5,3,4,4,3,4,4,4,3,4,2,2,2,3,4,4,4,4,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,4,3,3,2,3,1,3,4,5,4,2,4,4,5,6,20,4,0,false,0,false,false,false,true,1,3
331,true,true,1,3,3,2,true,true,false,true,true,false,false,false,true,1,false,4,4,4,2,2,2,4,4,4,5,4,4,5,5,3,1,4,2,4,3,3,3,3,4,4,3,3,4,3,4,4,3,3,98,2,2,2,4,2,98,3,2,2,3,4,3,4,3,3,2,98,2,2,2,1,2,2,4,4,4,2,2,2,4,2,2,1,1,5,5,3,3,3,3,4,4,4,3,3,2,1,4,3,2,1,3,4,2,3,4,2,2,98,2,3,2,0,false,0,false,false,false,true,2,1
332,true,true,1,4,4,4,true,true,true,true,true,false,true,true,false,0,true,3,2,3,2,2,3,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,4,5,5,5,98,98,98,4,5,3,4,4,4,2,2,2,3,98,2,4,2,2,2,2,3,3,4,4,2,2,2,2,2,2,98,2,4,3,4,3,4,4,3,4,4,4,5,5,5,4,3,3,4,4,4,4,4,4,3,3,3,3,3,1,3,5,4,4,1,2,2,3,6,15,4,1,false,0,true,false,false,false,1,5
333,true,true,1,2,1,3,true,true,false,false,false,false,true,true,false,0,false,4,3,3,3,2,3,3,3,3,4,3,3,4,4,3,3,3,3,1,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,2,3,2,4,3,3,3,3,3,3,4,3,4,4,4,3,3,2,2,2,3,3,3,3,4,4,3,4,3,4,4,4,4,5,3,4,3,1,1,2,3,4,4,3,3,4,4,4,4,4,3,3,6,7,4,3,97,96,96,6,5,3,1,true,1,false,false,true,false,1,5
334,true,true,1,4,2,4,true,true,false,true,false,false,false,false,true,1,false,4,4,4,2,3,2,3,3,3,2,3,4,3,4,3,1,1,2,4,4,4,4,4,4,4,4,3,3,4,2,3,2,4,2,1,1,1,2,98,98,4,2,3,98,4,2,4,3,4,4,5,2,2,2,2,4,2,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,4,2,3,3,3,2,4,4,3,5,4,5,1,3,5,5,4,3,3,3,4,5,30,1,0,false,0,true,false,false,false,2,4
335,true,true,1,2,1,1,true,true,false,true,false,false,false,false,false,0,false,4,4,4,3,3,3,4,5,3,4,5,5,5,5,4,4,2,2,3,3,4,3,4,3,4,4,4,4,4,5,4,4,4,3,2,3,2,1,3,3,4,3,3,3,3,3,4,4,3,4,3,2,2,2,2,4,2,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,4,4,4,3,2,6,4,4,2,97,96,96,5,80,2,1,true,1,false,false,true,false,2,1
336,true,true,1,2,3,2,true,true,false,true,true,true,false,false,false,0,false,5,5,5,2,2,2,4,4,4,5,4,5,5,5,5,1,4,2,5,4,3,4,3,5,4,5,5,98,4,5,5,4,4,4,2,3,2,4,4,98,4,98,98,4,5,4,5,5,98,3,98,98,98,98,3,4,1,5,5,5,4,4,3,4,4,4,4,5,5,5,2,2,2,1,2,5,4,3,2,5,1,1,1,4,3,2,5,7,5,2,3,3,3,6,6,3,1,true,0,false,false,false,false,2,2
337,true,true,1,2,3,1,true,true,false,false,false,false,false,false,false,1,false,3,3,3,3,3,3,4,4,3,5,4,4,4,5,4,3,3,4,4,4,3,3,3,4,4,3,3,2,3,2,3,4,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,4,4,3,3,2,2,2,2,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2,3,4,4,4,3,3,4,4,3,3,3,3,5,3,2,3,4,4,4,4,45,2,0,true,0,false,false,false,true,1,4
338,true,true,1,1,4,2,false,false,false,true,false,false,false,false,false,0,false,3,3,3,2,2,3,2,2,2,4,3,2,4,4,3,2,2,2,2,2,2,3,3,3,3,3,3,98,3,98,3,98,3,3,2,3,3,3,3,98,3,3,4,3,98,3,3,3,98,98,98,98,98,98,2,98,2,98,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,6,6,3,1,97,98,4,7,10,2,1,false,0,false,false,false,true,3,1
339,true,true,1,4,2,2,true,true,false,false,false,false,false,false,false,0,false,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,4,4,4,4,4,3,4,4,3,2,4,3,3,4,4,4,3,4,4,5,4,4,4,4,4,4,2,2,2,2,3,2,5,4,5,4,3,3,5,3,4,3,5,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,3,4,4,3,3,3,2,4,4,2,6,20,2,0,true,0,true,false,false,false,2,2
340,true,true,1,3,4,2,false,false,true,false,false,false,false,false,false,1,false,4,4,4,1,1,1,5,5,5,5,5,5,5,5,4,2,2,1,4,4,5,4,4,4,5,4,4,98,4,4,4,4,4,4,2,2,2,5,98,98,4,4,5,3,4,5,5,5,4,4,4,1,1,1,1,2,1,3,4,4,1,3,1,1,1,2,1,2,3,2,4,3,4,4,2,5,4,4,4,4,4,3,3,1,2,3,5,7,3,1,97,98,98,3,7,2,1,false,0,false,false,false,true,2,2
341,true,true,1,3,2,2,true,true,true,true,false,false,true,true,false,1,false,3,3,4,3,3,3,4,3,2,5,5,5,5,5,5,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,99,4,4,2,2,2,3,3,3,2,4,4,3,4,4,5,4,4,3,3,1,3,1,2,3,2,4,4,4,4,4,2,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,5,6,2,1,5,5,5,8,5,1,1,false,0,false,true,false,false,3,1
342,true,true,1,3,1,1,true,true,false,true,false,false,false,true,false,0,false,3,3,3,5,5,5,5,5,5,4,5,5,4,5,4,4,4,3,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,2,3,4,3,4,3,3,3,3,2,4,2,3,2,2,2,2,3,2,3,3,3,2,3,2,3,4,4,3,4,4,3,3,3,3,3,4,3,3,4,4,2,3,3,3,1,2,2,4,6,3,2,97,96,96,1,5,1,0,false,0,true,false,false,false,1,2
343,true,true,1,4,1,4,true,true,false,true,false,true,true,false,false,1,false,5,4,5,3,3,4,4,4,4,5,5,5,3,5,4,3,3,4,4,3,4,3,4,4,5,4,4,4,4,4,3,4,3,98,2,3,2,2,4,4,4,2,2,2,2,2,4,2,4,2,2,1,2,1,1,4,1,4,4,4,4,5,2,4,4,4,4,4,4,4,4,3,4,3,5,4,4,5,5,5,2,5,2,5,3,5,4,6,3,3,2,2,3,2,15,1,0,true,1,true,false,false,false,1,5
344,true,true,1,3,1,2,true,true,false,true,false,false,true,true,true,0,false,5,4,4,4,5,5,5,5,5,4,5,5,4,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,1,1,3,2,2,5,2,3,4,4,4,2,5,1,1,1,1,1,1,2,4,2,5,5,5,5,4,5,5,4,3,4,5,5,4,5,4,1,4,1,3,3,5,5,4,5,5,4,3,2,4,8,2,4,1,1,1,1,60,2,1,true,1,false,false,true,false,1,1
345,true,true,1,4,2,2,true,true,true,false,false,false,false,false,false,0,false,5,5,4,4,4,4,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,98,3,3,3,4,3,3,98,98,3,3,98,2,4,4,5,98,5,4,4,3,4,4,98,4,3,2,2,2,2,98,2,3,3,4,2,3,2,3,3,2,4,4,4,4,3,3,3,2,3,4,4,3,4,4,3,3,3,4,3,4,,,4,2,2,1,3,5,10,1,1,false,0,true,false,false,false,3,3
346,true,true,1,2,1,3,true,true,false,false,false,false,false,false,false,0,false,4,4,4,4,4,4,5,4,3,5,5,5,4,4,4,3,3,4,5,5,5,4,3,4,5,4,4,3,5,2,5,5,4,4,4,1,2,4,2,98,4,3,4,2,5,4,3,2,98,3,2,1,1,1,1,3,1,4,4,5,4,4,2,2,3,4,5,5,4,3,4,1,1,1,2,4,4,2,2,4,1,1,1,1,1,3,5,6,4,1,90,1,3,7,2,3,0,false,0,true,false,false,false,2,95
347,true,true,1,2,4,3,true,false,false,false,false,false,false,false,false,0,false,3,4,4,2,2,4,3,3,3,5,4,4,5,5,4,2,2,2,4,4,1,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,4,4,98,4,4,3,3,2,2,2,3,3,4,4,3,2,2,2,2,2,1,2,3,2,2,2,2,2,3,4,4,2,2,4,3,3,3,3,3,3,5,4,3,4,3,3,3,8,3,3,0,false,0,false,false,false,true,1,3
348,true,true,1,4,1,4,true,true,false,true,false,false,true,false,true,0,false,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,2,3,2,4,3,3,5,5,4,5,98,4,98,3,4,3,3,3,98,2,1,2,2,98,4,5,3,5,3,5,4,5,5,4,3,2,1,1,1,1,5,1,5,5,4,2,3,1,5,4,3,1,2,3,4,3,2,1,1,2,2,2,4,4,3,1,5,2,3,3,4,3,4,3,5,1,1,1,2,20,2,1,true,1,true,false,false,false,2,3
349,true,true,2,1,1,2,true,true,false,true,false,false,false,false,true,0,false,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,2,4,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,1,3,1,5,2,3,3,5,4,5,5,5,4,5,3,3,5,1,1,1,5,5,2,5,5,5,5,5,4,4,3,5,5,5,5,5,3,2,3,2,4,5,4,4,3,4,4,5,5,4,4,5,6,7,3,1,3,3,3,2,10,2,0,true,1,true,false,false,false,1,5
350,true,true,1,1,4,4,true,true,false,true,false,false,false,true,false,0,false,4,5,4,3,4,3,5,5,4,5,4,5,5,5,5,1,2,2,5,5,5,4,4,4,5,3,5,3,5,4,3,3,2,3,3,2,3,4,3,3,3,3,3,3,4,4,4,3,5,4,5,3,3,3,1,3,2,4,3,4,3,3,1,4,1,4,2,5,4,3,4,2,3,3,3,5,4,4,3,5,3,1,1,3,1,3,4,5,2,3,2,2,2,2,10,3,0,false,0,false,false,false,true,1,2
351,true,true,1,3,2,2,false,true,false,false,false,false,false,false,false,1,false,3,3,1,2,2,3,3,4,3,2,4,4,4,2,3,2,3,3,1,3,3,3,3,4,3,4,4,4,4,3,3,3,4,4,2,4,2,5,3,3,4,5,5,2,4,3,3,3,4,3,3,1,2,2,2,3,98,4,4,3,3,2,98,3,2,2,2,3,3,3,4,3,3,4,4,4,2,4,5,1,1,5,3,3,2,4,6,8,3,1,3,2,4,6,1,2,1,false,0,false,false,false,false,4,95
352,true,true,1,4,3,4,true,true,true,true,true,false,false,false,true,1,false,4,4,4,4,3,3,5,5,4,5,5,5,5,5,4,4,3,2,3,3,4,4,4,4,5,3,4,4,4,4,3,4,4,4,2,3,2,3,3,3,3,2,3,3,3,4,4,2,4,2,3,2,3,2,2,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,5,6,3,4,3,3,3,2,10,3,1,false,0,false,false,false,true,1,4
353,true,true,1,1,4,1,false,true,false,false,false,false,false,false,false,0,false,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,2,5,1,5,5,2,4,4,4,5,3,4,3,4,4,4,4,4,4,3,3,3,1,4,98,98,4,5,3,4,5,5,4,98,3,4,98,98,98,3,2,98,98,4,4,4,98,2,4,4,3,1,4,4,4,1,2,1,3,3,4,4,3,3,5,4,4,4,1,1,2,3,4,3,2,97,96,96,8,20,2,1,true,0,false,false,false,true,2,2
354,true,true,1,4,1,1,false,true,false,false,false,false,false,false,false,0,false,4,4,4,3,3,4,5,4,3,5,5,5,5,5,5,3,4,3,4,3,4,98,4,4,5,5,5,98,4,5,4,5,4,98,2,98,2,2,98,98,98,98,98,98,3,4,4,5,98,4,98,5,98,5,98,98,98,4,4,4,4,4,4,4,4,3,3,5,5,5,3,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,7,7,4,2,3,98,3,4,20,4,1,true,1,true,false,false,false,3,2
355,true,true,1,3,1,2,true,false,false,true,false,false,true,true,true,1,false,4,4,4,2,2,2,2,2,1,5,3,4,0,5,4,2,2,3,4,5,3,3,2,2,3,3,2,3,2,2,3,4,2,3,1,2,2,1,98,3,3,4,1,5,3,1,4,4,3,3,4,1,2,3,1,2,3,3,3,3,3,3,1,3,3,1,3,3,1,3,1,3,3,3,2,4,4,1,2,4,1,3,1,3,1,1,5,8,3,1,4,4,4,3,15,4,0,true,1,true,false,false,false,1,5
